"lineage","aligned_length_bp","n_ambiguous_bases","n_gaps","n_stop_codons","has_stop_codon","shorter_than_frame","in_synonymy_group"
"L_CYAOLI18",476,0,3,0,FALSE,TRUE,FALSE
"L_CYASTE01",476,0,3,0,FALSE,TRUE,FALSE
"L_CYASTE02",476,0,3,0,FALSE,TRUE,FALSE
"L_CYASTE04",476,1,3,0,FALSE,TRUE,TRUE
"L_CYASTE07",476,0,3,0,FALSE,TRUE,TRUE
"L_CYASTE08",476,0,3,0,FALSE,TRUE,FALSE
"L_CYASTE10",479,0,0,0,FALSE,FALSE,FALSE
"L_CYAVER03",479,0,0,0,FALSE,FALSE,FALSE
"L_CYAVER04",476,0,3,0,FALSE,TRUE,FALSE
"L_DELURB9",476,0,3,0,FALSE,TRUE,FALSE
"L_DENCOR04",479,0,0,0,FALSE,FALSE,FALSE
"L_DENCOR05",479,0,0,0,FALSE,FALSE,FALSE
"L_DENCOR06",435,0,44,0,FALSE,TRUE,TRUE
"L_DENCOR07",477,0,2,0,FALSE,TRUE,FALSE
"L_DENCOR08",477,0,2,0,FALSE,TRUE,FALSE
"L_DENCOR10",477,0,2,0,FALSE,TRUE,FALSE
"L_DENSTR01",447,0,32,0,FALSE,TRUE,FALSE
"L_DENSTR02",477,0,2,0,FALSE,TRUE,FALSE
"L_DENSTR05",477,0,2,0,FALSE,TRUE,FALSE
"L_DENSTR06",477,0,2,0,FALSE,TRUE,FALSE
"L_DENSTR08",477,0,2,0,FALSE,TRUE,FALSE
"L_DENSTR09",477,0,2,0,FALSE,TRUE,FALSE
"L_DICYA01",476,0,3,0,FALSE,TRUE,FALSE
"L_DIGCYA04",456,0,23,0,FALSE,TRUE,FALSE
"L_DIGCYA05",456,0,23,0,FALSE,TRUE,FALSE
"L_DIGCYA06",456,0,23,0,FALSE,TRUE,FALSE
"L_DIGCYA07",456,0,23,0,FALSE,TRUE,FALSE
"L_DIGCYA09",476,0,3,0,FALSE,TRUE,FALSE
"L_DIGMYS01",477,0,2,0,FALSE,TRUE,FALSE
"L_DIGSIT02",477,1,2,0,FALSE,TRUE,FALSE
"L_DIUDIU06",477,0,2,0,FALSE,TRUE,FALSE
"L_DIUDIU07",477,0,2,0,FALSE,TRUE,FALSE
"L_DIUDIU10",477,0,2,0,FALSE,TRUE,FALSE
"L_DIUDIU11",477,0,2,0,FALSE,TRUE,TRUE
"L_DOLORY03",477,0,2,0,FALSE,TRUE,FALSE
"L_DRYALB01_Leucocytozoon_polynuclearis",476,0,3,0,FALSE,TRUE,FALSE
"L_DRYCAU01",479,0,0,0,FALSE,FALSE,FALSE
"L_DUBTAE01",478,1,1,0,FALSE,TRUE,FALSE
"L_DUBTAE02",478,1,1,0,FALSE,TRUE,FALSE
"L_DUMCAR01",479,0,0,0,FALSE,FALSE,FALSE
"L_DUMCAR02",479,0,0,0,FALSE,FALSE,FALSE
"L_DUMCAR03",479,0,0,0,FALSE,FALSE,FALSE
"L_DUMCAR04",479,0,0,0,FALSE,FALSE,FALSE
"L_DUMCAR05",479,0,0,0,FALSE,FALSE,FALSE
"L_DUMCAR06",477,0,2,0,FALSE,TRUE,FALSE
"L_DUMCAR07",477,0,2,0,FALSE,TRUE,FALSE
"L_DUMCAR13",477,0,2,0,FALSE,TRUE,FALSE
"L_DUMCAR16",477,0,2,0,FALSE,TRUE,FALSE
"L_DUMCAR17",477,0,2,0,FALSE,TRUE,FALSE
"L_DUMCAR34",477,0,2,0,FALSE,TRUE,FALSE
"L_DUTAE01",476,0,3,0,FALSE,TRUE,FALSE
"L_ELAALB02",477,0,2,0,FALSE,TRUE,FALSE
"L_ELAALB05",477,0,2,0,FALSE,TRUE,TRUE
"L_ELAALB06",477,0,2,0,FALSE,TRUE,FALSE
"L_EMBPUS01",479,0,0,0,FALSE,FALSE,FALSE
"L_EMBUC02",479,0,0,0,FALSE,FALSE,FALSE
"L_EMCIR02",479,0,0,0,FALSE,FALSE,FALSE
"L_EMCIT01",465,0,14,0,FALSE,TRUE,FALSE
"L_EMGOD06",479,0,0,0,FALSE,FALSE,TRUE
"L_EMGOD07",479,0,0,0,FALSE,FALSE,FALSE
"L_EMGOD08",479,0,0,0,FALSE,FALSE,FALSE
"L_EMPALN01",477,0,2,0,FALSE,TRUE,FALSE
"L_EMPHAM01",479,0,0,0,FALSE,FALSE,FALSE
"L_EMPUL02",432,0,47,0,FALSE,TRUE,FALSE
"L_EMSCH01",449,0,30,0,FALSE,TRUE,FALSE
"L_EMSPO04",479,0,0,0,FALSE,FALSE,FALSE
"L_EMSPO05",479,0,0,0,FALSE,FALSE,FALSE
"L_EMTRI02",430,0,49,0,FALSE,TRUE,FALSE
"L_EOPER01",305,0,174,0,FALSE,TRUE,FALSE
"L_EOPER02",479,0,0,0,FALSE,FALSE,FALSE
"L_ERYVIR01",464,0,15,0,FALSE,TRUE,FALSE
"L_EUBVER01",477,0,2,0,FALSE,TRUE,FALSE
"L_EUPCAP01",478,0,1,0,FALSE,TRUE,FALSE
"L_EUPHOR02",476,0,3,0,FALSE,TRUE,FALSE
"L_EUPHOR03",476,0,3,0,FALSE,TRUE,FALSE
"L_EUPHOR04",476,0,3,0,FALSE,TRUE,FALSE
"L_EUPMAC02",477,0,2,0,FALSE,TRUE,FALSE
"L_EUSE1",479,0,0,0,FALSE,FALSE,FALSE
"L_EUSE2",479,0,0,0,FALSE,FALSE,FALSE
"L_FALAMU03",479,0,0,0,FALSE,FALSE,FALSE
"L_FALAMU04",479,0,0,0,FALSE,FALSE,FALSE
"L_FALPER06",477,0,2,0,FALSE,TRUE,FALSE
"L_FALTIN10",479,0,0,0,FALSE,FALSE,FALSE
"L_FALTIN11",479,0,0,0,FALSE,FALSE,FALSE
"L_FALTIN12",479,0,0,0,FALSE,FALSE,FALSE
"L_FASPA02_Leucocytozoon_californicus",479,0,0,0,FALSE,FALSE,FALSE
"L_FICNAR02",479,0,0,0,FALSE,FALSE,FALSE
"L_FICZAN10",479,0,0,0,FALSE,FALSE,FALSE
"L_FICZAN11",479,0,0,0,FALSE,FALSE,FALSE
"L_FICZAN12",479,0,0,0,FALSE,FALSE,FALSE
"L_FICZAN14",479,0,0,0,FALSE,FALSE,TRUE
"L_FICZAN17",479,0,0,0,FALSE,FALSE,FALSE
"L_FICZAN18",479,0,0,0,FALSE,FALSE,FALSE
"L_FICZAN21",479,0,0,0,FALSE,FALSE,FALSE
"L_FICZAN25",479,0,0,0,FALSE,FALSE,FALSE
"L_FICZAN26",479,0,0,0,FALSE,FALSE,FALSE
"L_FIPAR03",418,0,61,0,FALSE,TRUE,FALSE
"L_FIPAR04",421,0,58,0,FALSE,TRUE,FALSE
"L_FOMAD01",476,0,3,0,FALSE,TRUE,FALSE
"L_FORRUF02",479,0,0,0,FALSE,FALSE,FALSE
"L_FORRUF03",479,0,0,0,FALSE,FALSE,FALSE
"L_FOUOMI02",479,0,0,0,FALSE,FALSE,FALSE
"L_FOUOMI06",479,0,0,0,FALSE,FALSE,FALSE
"L_FOUOMI07",479,0,0,0,FALSE,FALSE,FALSE
"L_FOUOMI08",479,0,0,0,FALSE,FALSE,FALSE
"L_FOUOMI09",479,0,0,0,FALSE,FALSE,FALSE
"L_FOUOMI10",479,0,0,0,FALSE,FALSE,FALSE
"L_FRASQU01",465,0,14,0,FALSE,TRUE,FALSE
"L_FURRUF01",477,0,2,0,FALSE,TRUE,FALSE
"L_GAGLA01",454,6,25,0,FALSE,TRUE,FALSE
"L_GAGLA04",452,12,27,0,FALSE,TRUE,FALSE
"L_GAGLA06",479,0,0,0,FALSE,FALSE,FALSE
"L_GALLUS05_Leucocytozoon_caulleryi",477,0,2,0,FALSE,TRUE,FALSE
"L_GALLUS06_Leucocytozoon_schoutedeni",465,0,14,0,FALSE,TRUE,FALSE
"L_GALLUS07_Leucocytozoon_schoutedeni",465,0,14,0,FALSE,TRUE,FALSE
"L_GALLUS08_Leucocytozoon_sabrazesi",479,0,0,0,FALSE,FALSE,FALSE
"L_GALLUS12",311,0,168,0,FALSE,TRUE,FALSE
"L_GALLUS13",469,2,10,0,FALSE,TRUE,FALSE
"L_GALLUS14",446,0,33,0,FALSE,TRUE,FALSE
"L_GALLUS15",452,0,27,0,FALSE,TRUE,FALSE
"L_GALLUS16",447,0,32,0,FALSE,TRUE,FALSE
"L_GALLUS17",476,0,3,0,FALSE,TRUE,FALSE
"L_GALLUS18",472,0,7,0,FALSE,TRUE,FALSE
"L_GALLUS20",454,0,25,0,FALSE,TRUE,FALSE
"L_GALLUS21",476,2,3,0,FALSE,TRUE,FALSE
"L_GALLUS23",476,0,3,0,FALSE,TRUE,FALSE
"L_GALLUS24",473,0,6,0,FALSE,TRUE,FALSE
"L_GALLUS25",476,0,3,0,FALSE,TRUE,FALSE
"L_GALLUS26",458,0,21,0,FALSE,TRUE,FALSE
"L_GALLUS27",365,0,114,0,FALSE,TRUE,FALSE
"L_GALLUS28",364,0,115,0,FALSE,TRUE,FALSE
"L_GALLUS29",399,0,80,0,FALSE,TRUE,FALSE
"L_GALLUS30",459,0,20,0,FALSE,TRUE,FALSE
"L_GALLUS31",328,0,151,0,FALSE,TRUE,FALSE
"L_GALLUS32",327,0,152,0,FALSE,TRUE,FALSE
"L_GALLUS33",446,0,33,0,FALSE,TRUE,FALSE
"L_GALLUS34",479,0,0,0,FALSE,FALSE,TRUE
"L_GALLUS35",479,0,0,0,FALSE,FALSE,FALSE
"L_GALLUS36",450,0,29,0,FALSE,TRUE,FALSE
"L_GALLUS37",479,0,0,0,FALSE,FALSE,FALSE
"L_GALLUS38",327,0,152,0,FALSE,TRUE,FALSE
"L_GALLUS39",327,0,152,0,FALSE,TRUE,FALSE
"L_GALLUS40",369,0,110,0,FALSE,TRUE,FALSE
"L_GALLUS41",445,0,34,0,FALSE,TRUE,TRUE
"L_GALLUS42",477,0,2,0,FALSE,TRUE,FALSE
"L_GALLUS43",477,0,2,0,FALSE,TRUE,FALSE
"L_GALLUS44",477,0,2,0,FALSE,TRUE,FALSE
"L_GALLUS45",477,0,2,0,FALSE,TRUE,FALSE
"L_GALLUS46",477,0,2,0,FALSE,TRUE,FALSE
"L_GALLUS50",479,0,0,0,FALSE,FALSE,FALSE
"L_GALLUS51",479,0,0,0,FALSE,FALSE,FALSE
"L_GALLUS52",479,0,0,0,FALSE,FALSE,FALSE
"L_GALLUS53",479,0,0,0,FALSE,FALSE,FALSE
"L_GALLUS54",479,0,0,0,FALSE,FALSE,FALSE
"L_GALLUS55",479,0,0,0,FALSE,FALSE,FALSE
"L_GALLUS56",479,0,0,0,FALSE,FALSE,FALSE
"L_GALLUS57",479,0,0,0,FALSE,FALSE,FALSE
"L_GALLUS58",479,0,0,0,FALSE,FALSE,FALSE
"L_GALLUS59",479,0,0,0,FALSE,FALSE,FALSE
"L_GALLUS60",479,0,0,0,FALSE,FALSE,FALSE
"L_GALLUS61",479,0,0,0,FALSE,FALSE,FALSE
"L_GALLUS62",479,0,0,0,FALSE,FALSE,FALSE
"L_GALLUS63",479,0,0,0,FALSE,FALSE,TRUE
"L_GALLUS65",479,0,0,0,FALSE,FALSE,FALSE
"L_GALMEG03",479,0,0,0,FALSE,FALSE,FALSE
"L_GAVIM01",475,0,4,0,FALSE,TRUE,FALSE
"L_GAVSTE02",479,0,0,0,FALSE,FALSE,FALSE
"L_GEOFRE02",477,0,2,0,FALSE,TRUE,FALSE
"L_GEOSIB01",443,0,36,0,FALSE,TRUE,FALSE
"L_GEOSIB02",465,0,14,0,FALSE,TRUE,FALSE
"L_GEOTRI07",305,1,174,0,FALSE,TRUE,TRUE
"L_GEOTRI10",479,0,0,0,FALSE,FALSE,FALSE
"L_GEOTRI13",477,0,2,0,FALSE,TRUE,FALSE
"L_GIMIS01",426,0,53,0,FALSE,TRUE,FALSE
"L_GLAHIR05",477,0,2,0,FALSE,TRUE,FALSE
"L_GLSJO02",479,0,0,0,FALSE,FALSE,FALSE
"L_GORGOI01",464,0,15,0,FALSE,TRUE,FALSE
"L_GORGOI02",464,0,15,0,FALSE,TRUE,FALSE
"L_GORGOI03",406,0,73,0,FALSE,TRUE,FALSE
"L_GRAAND01",477,0,2,0,FALSE,TRUE,FALSE
"L_GRAAND02",445,0,34,0,FALSE,TRUE,FALSE
"L_GRABLA01",479,0,0,0,FALSE,FALSE,FALSE
"L_GRACAR01",479,0,0,0,FALSE,FALSE,FALSE
"L_GRAQUI01",476,0,3,0,FALSE,TRUE,FALSE
"L_GRAQUI02",476,0,3,0,FALSE,TRUE,FALSE
"L_GRARUF01_Leucocytozoon_sp.",476,0,3,0,FALSE,TRUE,FALSE
"L_GRARUF02",476,0,3,0,FALSE,TRUE,FALSE
"L_GRSQU01_Leucocytozoon_grallariae",479,0,0,0,FALSE,FALSE,FALSE
"L_GRSQU02",476,0,3,0,FALSE,TRUE,FALSE
"L_GRUJAP02",445,0,34,0,FALSE,TRUE,FALSE
"L_GRUS1",479,0,0,0,FALSE,FALSE,FALSE
"L_GYMCYA01",476,0,3,0,FALSE,TRUE,FALSE
"L_GYPBAR01",479,0,0,0,FALSE,FALSE,FALSE
"L_GYPFUL02",478,0,1,0,FALSE,TRUE,FALSE
"L_HALALB02",478,0,1,0,FALSE,TRUE,FALSE
"L_HALLIN01",464,0,15,0,FALSE,TRUE,FALSE
"L_HAPRUS01",477,0,2,0,FALSE,TRUE,FALSE
"L_HAPRUS02",477,0,2,0,FALSE,TRUE,FALSE
"L_HAWF3",456,6,23,0,FALSE,TRUE,FALSE
"L_HAWF7",479,0,0,0,FALSE,FALSE,FALSE
"L_HEAME01_Leucocytozoon_quynzae",479,0,0,0,FALSE,FALSE,FALSE
"L_HEATR01",476,0,3,0,FALSE,TRUE,FALSE
"L_HELLEA01",477,0,2,0,FALSE,TRUE,FALSE
"L_HELLI01",479,0,0,0,FALSE,FALSE,FALSE
"L_HELLI02",475,8,4,0,FALSE,TRUE,FALSE
"L_HELLI03",467,12,12,0,FALSE,TRUE,FALSE
"L_HELVIO03",477,0,2,0,FALSE,TRUE,FALSE
"L_HEMATR03",446,0,33,0,FALSE,TRUE,FALSE
"L_HESUP01",476,0,3,0,FALSE,TRUE,FALSE
"L_HESUP02",476,0,3,0,FALSE,TRUE,FALSE
"L_HEVER01",476,0,3,0,FALSE,TRUE,FALSE
"L_HGR1",479,0,0,0,FALSE,FALSE,FALSE
"L_HIHI01",479,0,0,0,FALSE,FALSE,FALSE
"L_HIRUS07",469,0,10,0,FALSE,TRUE,FALSE
"L_HIRUS08",461,0,18,0,FALSE,TRUE,FALSE
"L_HIRUS09",468,0,11,0,FALSE,TRUE,FALSE
"L_HIRUS10",469,0,10,0,FALSE,TRUE,FALSE
"L_HIRUS11",458,0,21,0,FALSE,TRUE,FALSE
"L_HIRUS12",469,0,10,0,FALSE,TRUE,FALSE
"L_HIRUS13",433,2,46,0,FALSE,TRUE,FALSE
"L_HIRUS16",479,0,0,0,FALSE,FALSE,FALSE
"L_HORDIP01",348,0,131,0,FALSE,TRUE,FALSE
"L_HORDIP02",476,0,3,0,FALSE,TRUE,FALSE
"L_HYBOR01",476,0,3,0,FALSE,TRUE,FALSE
"L_HYBOR02",476,0,3,0,FALSE,TRUE,FALSE
"L_HYLMUS02",477,0,2,0,FALSE,TRUE,TRUE
"L_HYLMUS03",477,0,2,0,FALSE,TRUE,FALSE
"L_HYLMUS04",477,0,2,0,FALSE,TRUE,FALSE
"L_HYLPRA01",476,0,3,0,FALSE,TRUE,FALSE
"L_HYMAD01",476,0,3,0,FALSE,TRUE,FALSE
"L_HYPAM01",277,0,202,0,FALSE,TRUE,TRUE
"L_HYPAM02",305,0,174,0,FALSE,TRUE,FALSE
"L_HYPAM03",479,0,0,0,FALSE,FALSE,TRUE
"L_HYPAR01",476,0,3,0,FALSE,TRUE,FALSE
"L_HYPHI28",464,0,15,0,FALSE,TRUE,FALSE
"L_HYPHI29",464,0,15,0,FALSE,TRUE,FALSE
"L_HYPMA02",479,0,0,0,FALSE,FALSE,FALSE
"L_HYPMA03",479,0,0,0,FALSE,FALSE,FALSE
"L_ICTGAL06",477,0,2,0,FALSE,TRUE,FALSE
"L_IDUPAL01",476,0,3,0,FALSE,TRUE,FALSE
"L_IRIANA01",479,0,0,0,FALSE,FALSE,FALSE
"L_JUHYE04",479,0,0,0,FALSE,FALSE,FALSE
"L_JUHYE05",479,0,0,0,FALSE,FALSE,FALSE
"L_JUHYE06",470,0,9,0,FALSE,TRUE,FALSE
"L_JUHYE16",477,0,2,0,FALSE,TRUE,FALSE
"L_JUHYE17",477,0,2,0,FALSE,TRUE,FALSE
"L_JUHYE18",477,0,2,0,FALSE,TRUE,FALSE
"L_JUHYE19",477,0,2,0,FALSE,TRUE,FALSE
"L_JUHYE20",477,0,2,0,FALSE,TRUE,FALSE
"L_JUHYE21",477,0,2,0,FALSE,TRUE,TRUE
"L_JUHYE22",477,0,2,0,FALSE,TRUE,FALSE
"L_JUHYE23",477,0,2,0,FALSE,TRUE,FALSE
"L_JUHYE24",477,0,2,0,FALSE,TRUE,FALSE
"L_JUHYE25",477,0,2,0,FALSE,TRUE,FALSE
"L_JUNHYE01",477,0,2,0,FALSE,TRUE,FALSE
"L_JUNHYE02",477,0,2,0,FALSE,TRUE,FALSE
"L_JUNHYE03",477,0,2,0,FALSE,TRUE,FALSE
"L_JUNHYE04",477,0,2,0,FALSE,TRUE,FALSE
"L_JUNINS01",477,0,2,0,FALSE,TRUE,FALSE
"L_JUNPHA03",477,0,2,0,FALSE,TRUE,FALSE
"L_JUNPHA06",467,0,12,0,FALSE,TRUE,FALSE
"L_JUNPHA07",467,0,12,0,FALSE,TRUE,FALSE
"L_JUNPHA15",477,0,2,0,FALSE,TRUE,FALSE
"L_LAGLAG01",479,0,0,0,FALSE,FALSE,FALSE
"L_LAGLAG02",444,0,35,0,FALSE,TRUE,FALSE
"L_LAGLAG03",477,0,2,0,FALSE,TRUE,FALSE
"L_LAMUT01_Leucocytozoon_lovati",305,0,174,0,FALSE,TRUE,FALSE
"L_LANBIC01",479,0,0,0,FALSE,FALSE,FALSE
"L_LANMER04",463,0,16,0,FALSE,TRUE,FALSE
"L_LANMER05",463,0,16,0,FALSE,TRUE,FALSE
"L_LARCAC02",479,0,0,0,FALSE,FALSE,FALSE
"L_LEILUT03",479,0,0,0,FALSE,FALSE,FALSE
"L_LEPCHA02",479,0,0,0,FALSE,FALSE,FALSE
"L_LEPCHA03",479,0,0,0,FALSE,FALSE,FALSE
"L_LEPVER01",465,0,14,0,FALSE,TRUE,FALSE
"L_LESNUN02",452,0,27,0,FALSE,TRUE,FALSE
"L_LOXLEU02",479,0,0,0,FALSE,FALSE,FALSE
"L_LOXLEU03",479,0,0,0,FALSE,FALSE,FALSE
"L_LOXLEU04",479,0,0,0,FALSE,FALSE,FALSE
"L_MARSQU01",457,0,22,0,FALSE,TRUE,FALSE
"L_MEAPI18",479,0,0,0,FALSE,FALSE,FALSE
"L_MEAPI19",479,0,0,0,FALSE,FALSE,FALSE
"L_MEAPI20",479,0,0,0,FALSE,FALSE,FALSE
"L_MEAPI21",479,0,0,0,FALSE,FALSE,FALSE
"L_MEAPI22",479,0,0,0,FALSE,FALSE,FALSE
"L_MEAPI23",479,0,0,0,FALSE,FALSE,FALSE
"L_MEGANT01",410,0,69,0,FALSE,TRUE,FALSE
"L_MEGANT02",402,0,77,0,FALSE,TRUE,FALSE
"L_MEGANT03",410,0,69,0,FALSE,TRUE,FALSE
"L_MEGANT04",410,0,69,0,FALSE,TRUE,FALSE
"L_MELFOR01",477,0,2,0,FALSE,TRUE,FALSE
"L_MELGEO03",477,0,2,0,FALSE,TRUE,FALSE
"L_MELLEW02",479,0,0,0,FALSE,FALSE,FALSE
"L_MELLIN02",477,0,2,0,FALSE,TRUE,FALSE
"L_MELLIN04",478,0,1,0,FALSE,TRUE,FALSE
"L_METMEL01",477,0,2,0,FALSE,TRUE,FALSE
"L_METMEL02",452,1,27,0,FALSE,TRUE,FALSE
"L_METMEL03",477,0,2,0,FALSE,TRUE,FALSE
"L_METMEL04",477,0,2,0,FALSE,TRUE,FALSE
"L_METMEL05",477,0,2,0,FALSE,TRUE,FALSE
"L_METYR01",476,0,3,0,FALSE,TRUE,FALSE
"L_MILANS04",479,0,0,0,FALSE,FALSE,FALSE
"L_MILVUS01",479,0,0,0,FALSE,FALSE,FALSE
"L_MILVUS02",479,0,0,0,FALSE,FALSE,FALSE
"L_MILVUS03",459,0,20,0,FALSE,TRUE,FALSE
"L_MIOSTR02",477,0,2,0,FALSE,TRUE,FALSE
"L_MNIVAR01",477,0,2,0,FALSE,TRUE,FALSE
"L_MOFLA01",469,0,10,0,FALSE,TRUE,FALSE
"L_MTUR1",467,0,12,0,FALSE,TRUE,FALSE
"L_MTUR2",468,0,11,0,FALSE,TRUE,FALSE
"L_MUSDAU01",432,0,47,0,FALSE,TRUE,FALSE
"L_MYARAL02",477,0,2,0,FALSE,TRUE,FALSE
"L_MYAUNI01",477,0,2,0,FALSE,TRUE,FALSE
"L_MYAUNI03",477,0,2,0,FALSE,TRUE,FALSE
"L_MYAUNI04",477,0,2,0,FALSE,TRUE,FALSE
"L_MYCAME09",477,0,2,0,FALSE,TRUE,FALSE
"L_MYFUM01",476,0,3,0,FALSE,TRUE,FALSE
"L_MYICIN01",472,0,7,0,FALSE,TRUE,FALSE
"L_MYIFLA02",450,0,29,0,FALSE,TRUE,FALSE
"L_MYIMEL02",457,0,22,0,FALSE,TRUE,FALSE
"L_MYITUB01",423,0,56,0,FALSE,TRUE,FALSE
"L_MYITUB02",478,0,1,0,FALSE,TRUE,FALSE
"L_MYMURO01",477,0,2,0,FALSE,TRUE,FALSE
"L_MYORN01",476,0,3,0,FALSE,TRUE,FALSE
"L_NECOQ01",444,0,35,0,FALSE,TRUE,FALSE
"L_NEHUM01",476,0,3,0,FALSE,TRUE,FALSE
"L_NENOT01",476,0,3,0,FALSE,TRUE,FALSE
"L_NENOT02",476,0,3,0,FALSE,TRUE,FALSE
"L_NENOT03",467,0,12,0,FALSE,TRUE,FALSE
"L_NEOLI02",417,0,62,0,FALSE,TRUE,FALSE
"L_NEVE01",479,0,0,0,FALSE,FALSE,FALSE
"L_NEWAM03",473,0,6,0,FALSE,TRUE,FALSE
"L_NEWAM08",479,0,0,0,FALSE,FALSE,FALSE
"L_NEWBR06",479,0,0,0,FALSE,FALSE,FALSE
"L_NINOX04",464,0,15,0,FALSE,TRUE,FALSE
"L_NINOX08",479,0,0,0,FALSE,FALSE,FALSE
"L_NUCCOL01",476,0,3,0,FALSE,TRUE,FALSE
"L_OCHPUL01",478,0,1,0,FALSE,TRUE,FALSE
"L_OCHRUF02",479,0,0,0,FALSE,FALSE,FALSE
"L_OCHRUF04",479,0,0,0,FALSE,FALSE,FALSE
"L_OCRUND01",452,0,27,0,FALSE,TRUE,FALSE
"L_OREPER03",479,0,0,0,FALSE,FALSE,FALSE
"L_ORORI04",461,0,18,0,FALSE,TRUE,FALSE
"L_OTSCO01",479,0,0,0,FALSE,FALSE,FALSE
"L_OTSCO02",305,0,174,0,FALSE,TRUE,TRUE
"L_OTSCO03",479,0,0,0,FALSE,FALSE,FALSE
"L_OTSCO06",479,0,0,0,FALSE,FALSE,FALSE
"L_OTSCO07",478,0,1,0,FALSE,TRUE,FALSE
"L_OTULEM03",479,0,0,0,FALSE,FALSE,FALSE
"L_OTULEM04",479,0,0,0,FALSE,FALSE,FALSE
"L_OTULEM05",479,0,0,0,FALSE,FALSE,FALSE
"L_OTUSCO03",479,0,0,0,FALSE,FALSE,TRUE
"L_OTUSCO04",479,0,0,0,FALSE,FALSE,FALSE
"L_OTUSCO05",473,0,6,0,FALSE,TRUE,FALSE
"L_OTUSCO06",479,0,0,0,FALSE,FALSE,FALSE
"L_OTUSCO07",479,0,0,0,FALSE,FALSE,FALSE
"L_OTUSCO08",479,0,0,0,FALSE,FALSE,FALSE
"L_OTUSCO09",479,0,0,0,FALSE,FALSE,FALSE
"L_PADOM35",479,0,0,0,FALSE,FALSE,FALSE
"L_PADOM36",479,0,0,0,FALSE,FALSE,FALSE
"L_PADOM37",479,0,0,0,FALSE,FALSE,FALSE
"L_PAHIS03",478,0,1,0,FALSE,TRUE,FALSE
"L_PANHAL01",478,0,1,0,FALSE,TRUE,FALSE
"L_PARHUD01",477,0,2,0,FALSE,TRUE,FALSE
"L_PARMIN01",449,0,30,0,FALSE,TRUE,FALSE
"L_PARMIN15",479,0,0,0,FALSE,FALSE,FALSE
"L_PARMIN17",479,0,0,0,FALSE,FALSE,FALSE
"L_PARMIN18",479,0,0,0,FALSE,FALSE,FALSE
"L_PARNOV01",478,0,1,0,FALSE,TRUE,FALSE
"L_PARUS11",479,0,0,0,FALSE,FALSE,FALSE
"L_PARUS12",479,0,0,0,FALSE,FALSE,FALSE
"L_PARUS13",477,0,2,0,FALSE,TRUE,FALSE
"L_PARUS14",477,0,2,0,FALSE,TRUE,FALSE
"L_PARUS15",477,0,2,0,FALSE,TRUE,FALSE
"L_PARUS16",477,0,2,0,FALSE,TRUE,FALSE
"L_PARUS17",477,0,2,0,FALSE,TRUE,FALSE
"L_PARUS18",479,0,0,0,FALSE,FALSE,FALSE
"L_PARUS19",477,0,2,0,FALSE,TRUE,FALSE
"L_PARUS20",479,0,0,0,FALSE,FALSE,FALSE
"L_PARUS21",479,0,0,0,FALSE,FALSE,FALSE
"L_PARUS22",477,0,2,0,FALSE,TRUE,FALSE
"L_PARUS23",459,0,20,0,FALSE,TRUE,FALSE
"L_PARUS25",476,0,3,0,FALSE,TRUE,FALSE
"L_PARUS26",476,0,3,0,FALSE,TRUE,FALSE
"L_PARUS27",476,0,3,0,FALSE,TRUE,FALSE
"L_PARUS28",476,0,3,0,FALSE,TRUE,FALSE
"L_PARUS29",476,0,3,0,FALSE,TRUE,FALSE
"L_PARUS30",476,0,3,0,FALSE,TRUE,FALSE
"L_PARUS31",476,0,3,0,FALSE,TRUE,FALSE
"L_PARUS32",476,0,3,0,FALSE,TRUE,FALSE
"L_PARUS33",476,0,3,0,FALSE,TRUE,FALSE
"L_PARUS34",476,0,3,0,FALSE,TRUE,FALSE
"L_PARUS35",425,0,54,0,FALSE,TRUE,FALSE
"L_PARUS36",463,0,16,0,FALSE,TRUE,FALSE
"L_PARUS37",392,0,87,0,FALSE,TRUE,TRUE
"L_PARUS38",476,0,3,0,FALSE,TRUE,FALSE
"L_PARUS39",476,0,3,0,FALSE,TRUE,FALSE
"L_PARUS4",479,0,0,0,FALSE,FALSE,FALSE
"L_PARUS40",476,0,3,0,FALSE,TRUE,FALSE
"L_PARUS41",476,0,3,0,FALSE,TRUE,FALSE
"L_PARUS42",476,0,3,0,FALSE,TRUE,FALSE
"L_PARUS43",476,0,3,0,FALSE,TRUE,FALSE
"L_PARUS44",476,0,3,0,FALSE,TRUE,FALSE
"L_PARUS45",476,0,3,0,FALSE,TRUE,FALSE
"L_PARUS46",476,0,3,0,FALSE,TRUE,FALSE
"L_PARUS47",476,0,3,0,FALSE,TRUE,FALSE
"L_PARUS48",476,0,3,0,FALSE,TRUE,FALSE
"L_PARUS49",476,0,3,0,FALSE,TRUE,FALSE
"L_PARUS50",476,0,3,0,FALSE,TRUE,FALSE
"L_PARUS51",476,0,3,0,FALSE,TRUE,FALSE
"L_PARUS52",476,0,3,0,FALSE,TRUE,FALSE
"L_PARUS53",476,0,3,0,FALSE,TRUE,FALSE
"L_PARUS54",476,0,3,0,FALSE,TRUE,FALSE
"L_PARUS55",476,0,3,0,FALSE,TRUE,FALSE
"L_PARUS56",476,0,3,0,FALSE,TRUE,FALSE
"L_PARUS57",476,0,3,0,FALSE,TRUE,FALSE
"L_PARUS58",476,0,3,0,FALSE,TRUE,FALSE
